Fecha Desde; Código Variedad; Descripción Variedad; Origen; Descripción Origen; Kilos; Precio Más Frecuente; Precio Máximo; Precio Mínimo
03/08/2020; P4 2602; MERLUZA GRAN SOL +2,5-5KG     ; 036; PONTEVEDRA          ; 000003072; 5,5; 6; 4,5
03/08/2020; P4 2602; MERLUZA GRAN SOL +2,5-5KG     ; 060; FRANCIA             ; 000006192; 5,5; 6; 4,5
03/08/2020; P4 2602; MERLUZA GRAN SOL +2,5-5KG     ; 070; DINAMARCA           ; 000012280; 5,5; 6; 4,5
03/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 015; LA CORUÑA           ; 000000108; 16; 18; 13,5
03/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 020; GUIPUZCOA           ; 000001254; 16; 18; 13,5
03/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 036; PONTEVEDRA          ; 000001152; 16; 18; 13,5
03/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 060; FRANCIA             ; 000002322; 16; 18; 13,5
03/08/2020; P4 2603; MERLUZA PINCHO +5 KG.         ; 070; DINAMARCA           ; 000004605; 16; 18; 13,5
03/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 015; LA CORUÑA           ; 000000144; 7,5; 8,5; 6,5
03/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 020; GUIPUZCOA           ; 000001671; 7,5; 8,5; 6,5
03/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 036; PONTEVEDRA          ; 000001536; 7,5; 8,5; 6,5
03/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 060; FRANCIA             ; 000003096; 7,5; 8,5; 6,5
03/08/2020; P4 2604; MERLUZA GRAN SOL +5 KG.       ; 070; DINAMARCA           ; 000006140; 7,5; 8,5; 6,5
03/08/2020; P4 2801; PALOMETA-JAPUTA               ; 015; LA CORUÑA           ; 000000061; 3,5; 4; 3
03/08/2020; P4 3001; PESCADILLA PINCHO +1 KG.      ; 015; LA CORUÑA           ; 000000754; 9,5; 12,5; 6
03/08/2020; P4 3001; PESCADILLA PINCHO +1 KG.      ; 020; GUIPUZCOA           ; 000000500; 9,5; 12,5; 6
03/08/2020; P4 3001; PESCADILLA PINCHO +1 KG.      ; 036; PONTEVEDRA          ; 000001296; 9,5; 12,5; 6
03/08/2020; P4 3002; PESCADILLA POPUL.0,2/0,8K     ; 015; LA CORUÑA           ; 000000302; 3; 3,25; 2,5
03/08/2020; P4 3002; PESCADILLA POPUL.0,2/0,8K     ; 020; GUIPUZCOA           ; 000000200; 3; 3,25; 2,5
03/08/2020; P4 3002; PESCADILLA POPUL.0,2/0,8K     ; 036; PONTEVEDRA          ; 000000518; 3; 3,25; 2,5
03/08/2020; P4 3003; PESCAD. FINA G.SOL -0,2 K     ; 015; LA CORUÑA           ; 000000302; 4,2; 5; 3,5
03/08/2020; P4 3003; PESCAD. FINA G.SOL -0,2 K     ; 020; GUIPUZCOA           ; 000000200; 4,2; 5; 3,5
03/08/2020; P4 3003; PESCAD. FINA G.SOL -0,2 K     ; 036; PONTEVEDRA          ; 000000518; 4,2; 5; 3,5
03/08/2020; P4 3004; PESCADILLA G.SOL DE +1 KG     ; 015; LA CORUÑA           ; 000001358; 5; 6; 4,5
03/08/2020; P4 3004; PESCADILLA G.SOL DE +1 KG     ; 020; GUIPUZCOA           ; 000000900; 5; 6; 4,5
03/08/2020; P4 3004; PESCADILLA G.SOL DE +1 KG     ; 036; PONTEVEDRA          ; 000002333; 5; 6; 4,5
03/08/2020; P4 3005; PESCADILLA NEGRA 0,2 A 1K     ; 015; LA CORUÑA           ; 000000091; 2,5; 3; 2,5
03/08/2020; P4 3005; PESCADILLA NEGRA 0,2 A 1K     ; 020; GUIPUZCOA           ; 000000060; 2,5; 3; 2,5
03/08/2020; P4 3005; PESCADILLA NEGRA 0,2 A 1K     ; 036; PONTEVEDRA          ; 000000156; 2,5; 3; 2,5
03/08/2020; P4 3007; PESCADILLA TRIPA 0,2/0,3K     ; 015; LA CORUÑA           ; 000000211; 10,5; 12; 7
03/08/2020; P4 3007; PESCADILLA TRIPA 0,2/0,3K     ; 020; GUIPUZCOA           ; 000000140; 10,5; 12; 7
03/08/2020; P4 3007; PESCADILLA TRIPA 0,2/0,3K     ; 036; PONTEVEDRA          ; 000000363; 10,5; 12; 7
03/08/2020; P4 3101; PEZ ESPADA                    ; 015; LA CORUÑA           ; 000000816; 21; 24; 15
03/08/2020; P4 3101; PEZ ESPADA                    ; 020; GUIPUZCOA           ; 000000940; 21; 24; 15
03/08/2020; P4 3101; PEZ ESPADA                    ; 036; PONTEVEDRA          ; 000003000; 21; 24; 15
03/08/2020; P4 3201; COCOCHAS DE MERLUZA           ; 020; GUIPUZCOA           ; 000000196; 38; 40; 36
03/08/2020; P4 3201; COCOCHAS DE MERLUZA           ; 065; HOLANDA             ; 000000600; 38; 40; 36
03/08/2020; P4 3202; COCOCHAS DE BACALAO           ; 020; GUIPUZCOA           ; 000000391; 9,5; 12; 9
03/08/2020; P4 3202; COCOCHAS DE BACALAO           ; 065; HOLANDA             ; 000001200; 9,5; 12; 9
03/08/2020; P4 3203; COCOCHA DE RAPE               ; 020; GUIPUZCOA           ; 000000065; 14; 14,5; 12
03/08/2020; P4 3203; COCOCHA DE RAPE               ; 065; HOLANDA             ; 000000200; 14; 14,5; 12
03/08/2020; P4 3301; PULPO GRANDE                  ; 015; LA CORUÑA           ; 000000054; 9; 9,5; 8
03/08/2020; P4 3302; PULPO COCIDO                  ; 015; LA CORUÑA           ; 000000075; 24,5; 27,5; 14
03/08/2020; P4 3303; PULPO MEDIANO                 ; 015; LA CORUÑA           ; 000000064; 8; 8,3; 7,5
03/08/2020; P4 3304; PULPO PEQUEÑO                 ; 015; LA CORUÑA           ; 000000021; 6; 7,2; 4
03/08/2020; P4 3402; RAPE COLAS                    ; 015; LA CORUÑA           ; 000000464; 14; 16; 11,5
03/08/2020; P4 3402; RAPE COLAS                    ; 020; GUIPUZCOA           ; 000000887; 14; 16; 11,5
03/08/2020; P4 3403; RAPE C/C.                     ; 015; LA CORUÑA           ; 000000154; 8; 9; 7
03/08/2020; P4 3403; RAPE C/C.                     ; 020; GUIPUZCOA           ; 000000296; 8; 9; 7
03/08/2020; P4 3601; SABLE                         ; 020; GUIPUZCOA           ; 000000437; 7; 7,5; 7
03/08/2020; P4 3701; MENDOS                        ; 070; DINAMARCA           ; 000008640; 3,5; 5; 2,5
03/08/2020; P4 3904; BACALADILLA-LIRIO MEDIANO     ; 015; LA CORUÑA           ; 000000036; 1,75; 2,1; 1,5
03/08/2020; P4 3904; BACALADILLA-LIRIO MEDIANO     ; 036; PONTEVEDRA          ; 000005000; 1,75; 2,1; 1,5
03/08/2020; P4 4001; JIBIA                         ; 020; GUIPUZCOA           ; 000001135; 6,5; 7; 5,5
03/08/2020; P4 4301; ALIGOTE                       ; 065; HOLANDA             ; 000003590; 4,21; 4,81; 3,61
03/08/2020; P4 4803; CABALLA O VERDEL GRANDE       ; 015; LA CORUÑA           ; 000000042; 3,5; 3,5; 3
03/08/2020; P4 4803; CABALLA O VERDEL GRANDE       ; 020; GUIPUZCOA           ; 000000932; 3,5; 3,5; 3
03/08/2020; P4 5101; CONGRIO                       ; 020; GUIPUZCOA           ; 000002039; 5,5; 6; 5,5
03/08/2020; P4 5401; DENTON O SAMA                 ; 020; GUIPUZCOA           ; 000000479; 11,5; 11,8; 10,75
03/08/2020; P4 5702; LUBINA DE CAPTURA             ; 015; LA CORUÑA           ; 000000001; 24; 24; 24
03/08/2020; P4 5702; LUBINA DE CAPTURA             ; 030; MURCIA              ; 000000407; 24; 24; 24
03/08/2020; P4 5702; LUBINA DE CAPTURA             ; 036; PONTEVEDRA          ; 000000016; 24; 24; 24
03/08/2020; P4 5702; LUBINA DE CAPTURA             ; 065; HOLANDA             ; 000000206; 24; 24; 24
03/08/2020; P4 5702; LUBINA DE CAPTURA             ; 068; GRECIA              ; 000000320; 24; 24; 24
03/08/2020; P4 5702; LUBINA DE CAPTURA             ; 088; TURQUIA             ; 000001440; 24; 24; 24
03/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 015; LA CORUÑA           ; 000000008; 8,6; 11,5; 6,1
03/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 030; MURCIA              ; 000003868; 8,6; 11,5; 6,1
03/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 036; PONTEVEDRA          ; 000000152; 8,6; 11,5; 6,1
03/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 065; HOLANDA             ; 000001953; 8,6; 11,5; 6,1
03/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 068; GRECIA              ; 000003040; 8,6; 11,5; 6,1
03/08/2020; P4 5704; LUBINA ACUICULTURA GRANDE     ; 088; TURQUIA             ; 000013676; 8,6; 11,5; 6,1
03/08/2020; P4 5705; LUBINA ACUICULTU. MEDIANA     ; 015; LA CORUÑA           ; 000000018; 6,9; 7,3; 5,05
03/08/2020; P4 5705; LUBINA ACUICULTU. MEDIANA     ; 030; MURCIA              ; 000008755; 6,9; 7,3; 5,05
03/08/2020; P4 5705; LUBINA ACUICULTU. MEDIANA     ; 036; PONTEVEDRA          ; 000000344; 6,9; 7,3; 5,05
03/08/2020; P4 5705; LUBINA ACUICULTU. MEDIANA     ; 065; HOLANDA             ; 000004420; 6,9; 7,3; 5,05
03/08/2020; P4 5705; LUBINA ACUICULTU. MEDIANA     ; 068; GRECIA              ; 000006880; 6,9; 7,3; 5,05
03/08/2020; P4 5705; LUBINA ACUICULTU. MEDIANA     ; 088; TURQUIA             ; 000030951; 6,9; 7,3; 5,05
03/08/2020; P4 5706; LUBINA ACUICULT. PEQUQEÑA     ; 015; LA CORUÑA           ; 000000015; 4,85; 6,1; 3,6
03/08/2020; P4 5706; LUBINA ACUICULT. PEQUQEÑA     ; 030; MURCIA              ; 000007330; 4,85; 6,1; 3,6
03/08/2020; P4 5706; LUBINA ACUICULT. PEQUQEÑA     ; 036; PONTEVEDRA          ; 000000288; 4,85; 6,1; 3,6
03/08/2020; P4 5706; LUBINA ACUICULT. PEQUQEÑA     ; 065; HOLANDA             ; 000003701; 4,85; 6,1; 3,6
03/08/2020; P4 5706; LUBINA ACUICULT. PEQUQEÑA     ; 068; GRECIA              ; 000005760; 4,85; 6,1; 3,6
03/08/2020; P4 5706; LUBINA ACUICULT. PEQUQEÑA     ; 088; TURQUIA             ; 000025913; 4,85; 6,1; 3,6
03/08/2020; P4 5801; MARUCA                        ; 020; GUIPUZCOA           ; 000000410; 3,5; 4; 3
03/08/2020; P4 6402; RODABALLO DE CAPTURA          ; 020; GUIPUZCOA           ; 000000118; 16,5; 24; 14,5
03/08/2020; P4 6403; RODABALLO ACUICULTURA         ; 020; GUIPUZCOA           ; 000000672; 7,9; 10,5; 7,3
03/08/2020; P4 6501; ROSADA                        ; 036; PONTEVEDRA          ; 000000120; 9,5; 9,8; 8,5
03/08/2020; P4 6602; FILETE DE SALMON              ; 015; LA CORUÑA           ; 000000016; 9,5; 11; 8,5
03/08/2020; P4 6602; FILETE DE SALMON              ; 020; GUIPUZCOA           ; 000000125; 9,5; 11; 8,5
03/08/2020; P4 6602; FILETE DE SALMON              ; 036; PONTEVEDRA          ; 000000008; 9,5; 11; 8,5
03/08/2020; P4 6602; FILETE DE SALMON              ; 060; FRANCIA             ; 000000120; 9,5; 11; 8,5
03/08/2020; P4 6602; FILETE DE SALMON              ; 070; DINAMARCA           ; 000000463; 9,5; 11; 8,5
03/08/2020; P4 6602; FILETE DE SALMON              ; 083; NORUEGA             ; 000003104; 9,5; 11; 8,5
03/08/2020; P4 6603; SALMON GRANDE>7KG             ; 015; LA CORUÑA           ; 000000568; 6,5; 7,1; 6
03/08/2020; P4 6603; SALMON GRANDE>7KG             ; 020; GUIPUZCOA           ; 000004379; 6,5; 7,1; 6
03/08/2020; P4 6603; SALMON GRANDE>7KG             ; 036; PONTEVEDRA          ; 000000280; 6,5; 7,1; 6
03/08/2020; P4 6603; SALMON GRANDE>7KG             ; 060; FRANCIA             ; 000004200; 6,5; 7,1; 6
03/08/2020; P4 6603; SALMON GRANDE>7KG             ; 070; DINAMARCA           ; 000016198; 6,5; 7,1; 6
03/08/2020; P4 6603; SALMON GRANDE>7KG             ; 083; NORUEGA             ; 000108626; 6,5; 7,1; 6
03/08/2020; P4 6604; SALMON MEDIANO 4-5 KG         ; 015; LA CORUÑA           ; 000000227; 6; 6,25; 5
03/08/2020; P4 6604; SALMON MEDIANO 4-5 KG         ; 020; GUIPUZCOA           ; 000001752; 6; 6,25; 5
03/08/2020; P4 6604; SALMON MEDIANO 4-5 KG         ; 036; PONTEVEDRA          ; 000000112; 6; 6,25; 5
03/08/2020; P4 6604; SALMON MEDIANO 4-5 KG         ; 060; FRANCIA             ; 000001680; 6; 6,25; 5
03/08/2020; P4 6604; SALMON MEDIANO 4-5 KG         ; 070; DINAMARCA           ; 000006479; 6; 6,25; 5
03/08/2020; P4 6604; SALMON MEDIANO 4-5 KG         ; 083; NORUEGA             ; 000043450; 6; 6,25; 5
03/08/2020; P4 6701; SARDINA NORMAL                ; 015; LA CORUÑA           ; 000000011; 2,5; 3; 2,25
03/08/2020; P4 6701; SARDINA NORMAL                ; 020; GUIPUZCOA           ; 000000036; 2,5; 3; 2,25
03/08/2020; P4 6701; SARDINA NORMAL                ; 030; MURCIA              ; 000000144; 2,5; 3; 2,25
03/08/2020; P4 6701; SARDINA NORMAL                ; 036; PONTEVEDRA          ; 000000120; 2,5; 3; 2,25
03/08/2020; P4 6701; SARDINA NORMAL                ; 069; PORTUGAL            ; 000000040; 2,5; 3; 2,25
03/08/2020; P4 6702; SARDINA PARROCHA              ; 015; LA CORUÑA           ; 000000044; 3; 3,5; 2,5
03/08/2020; P4 6702; SARDINA PARROCHA              ; 020; GUIPUZCOA           ; 000000144; 3; 3,5; 2,5
03/08/2020; P4 6702; SARDINA PARROCHA              ; 030; MURCIA              ; 000000576; 3; 3,5; 2,5
03/08/2020; P4 6702; SARDINA PARROCHA              ; 036; PONTEVEDRA          ; 000000480; 3; 3,5; 2,5
03/08/2020; P4 6702; SARDINA PARROCHA              ; 069; PORTUGAL            ; 000000160; 3; 3,5; 2,5
03/08/2020; P4 7101; ABADEJO                       ; 015; LA CORUÑA           ; 000000018; 9,5; 10; 9,2
03/08/2020; P4 7101; ABADEJO                       ; 020; GUIPUZCOA           ; 000004778; 9,5; 10; 9,2
03/08/2020; P4 7101; ABADEJO                       ; 065; HOLANDA             ; 000002000; 9,5; 10; 9,2
03/08/2020; P4 7301; BAILAS                        ; 020; GUIPUZCOA           ; 000000150; 10,5; 12,02; 8,5
03/08/2020; P4 8101; LENGUADINA                    ; 015; LA CORUÑA           ; 000000031; 3,75; 4; 3,5
03/08/2020; P4 8101; LENGUADINA                    ; 020; GUIPUZCOA           ; 000000510; 3,75; 4; 3,5
03/08/2020; P4 9101; CHIPIRONES                    ; 015; LA CORUÑA           ; 000000214; 9,5; 10; 8
03/08/2020; P4 9101; CHIPIRONES                    ; 020; GUIPUZCOA           ; 000000950; 9,5; 10; 8
03/08/2020; P4 9202; SALMONETE DE ROCA             ; 046; VALENCIA            ; 000001500; 14,5; 17; 12
03/08/2020; P4 9203; SALMONETE DE FANGO            ; 046; VALENCIA            ; 000008500; 8; 9; 6
03/08/2020; P4 9302; TRUCHA DE +1 KG.              ; 015; LA CORUÑA           ; 000000007; 5,15; 5,5; 3,95
03/08/2020; P4 9303; TRUCHA ASALMONADA             ; 015; LA CORUÑA           ; 000000018; 4,2; 5,25; 3,75
03/08/2020; P4 9304; TRUCHA BLANCA                 ; 015; LA CORUÑA           ; 000000008; 3,6; 3,85; 2,5
03/08/2020; P4 9601; PERCA O TILAPIA               ; 020; GUIPUZCOA           ; 000000299; 6; 6,5; 5,25
03/08/2020; P4 9602; FILETE DE PERCA               ; 020; GUIPUZCOA           ; 000005688; 7,25; 7,5; 6,5
03/08/2020; P4 9801; CARBONERO O FOGONERO          ; 020; GUIPUZCOA           ; 000001364; 4; 4,5; 4
03/08/2020; P4 9801; CARBONERO O FOGONERO          ; 065; HOLANDA             ; 000002000; 4; 4,5; 4
03/08/2020; P5 0101; ALMEJAS FINAS                 ; 015; LA CORUÑA           ; 000000056; 34; 58; 23
03/08/2020; P5 0101; ALMEJAS FINAS                 ; 039; CANTABRIA           ; 000000005; 34; 58; 23
03/08/2020; P5 0102; ALMEJAS BABOSAS               ; 015; LA CORUÑA           ; 000000033; 22; 24; 19,5
03/08/2020; P5 0102; ALMEJAS BABOSAS               ; 039; CANTABRIA           ; 000000003; 22; 24; 19,5
03/08/2020; P5 0103; ALMEJAS RUBIAS                ; 015; LA CORUÑA           ; 000000038; 15; 16,5; 14,5
03/08/2020; P5 0103; ALMEJAS RUBIAS                ; 039; CANTABRIA           ; 000000003; 15; 16,5; 14,5
03/08/2020; P5 0104; ALMEJA CULTIVADA              ; 015; LA CORUÑA           ; 000000095; 14,5; 16,5; 8
03/08/2020; P5 0104; ALMEJA CULTIVADA              ; 039; CANTABRIA           ; 000000009; 14,5; 16,5; 8
03/08/2020; P5 0601; CHIRLA GRANDE -ITALIA-        ; 036; PONTEVEDRA          ; 000000800; 5,5; 6; 4,5
03/08/2020; P5 0602; CHIRLA PEQUEÑA -ITALIA-       ; 036; PONTEVEDRA          ; 000001200; 3,5; 4; 3
03/08/2020; P5 0801; LANGOSTINO FRESCO             ; 036; PONTEVEDRA          ; 000000072; 22; 27; 17
03/08/2020; P5 0801; LANGOSTINO FRESCO             ; 039; CANTABRIA           ; 000000288; 22; 27; 17
03/08/2020; P5 0802; LANGOSTINO COCIDO GRANDE      ; 036; PONTEVEDRA          ; 000000018; 18,5; 22; 8
03/08/2020; P5 0802; LANGOSTINO COCIDO GRANDE      ; 039; CANTABRIA           ; 000000072; 18,5; 22; 8
03/08/2020; P5 0803; LANGOSTINO COCIDO MEDIANO     ; 036; PONTEVEDRA          ; 000000030; 12,5; 15; 8,5
03/08/2020; P5 0803; LANGOSTINO COCIDO MEDIANO     ; 039; CANTABRIA           ; 000000120; 12,5; 15; 8,5
03/08/2020; P5 0901; MEJILLON EXTRA                ; 015; LA CORUÑA           ; 000000031; 2,25; 2,35; 2
03/08/2020; P5 0901; MEJILLON EXTRA                ; 036; PONTEVEDRA          ; 000000528; 2,25; 2,35; 2
03/08/2020; P5 0902; MEJILLON GRANDE               ; 015; LA CORUÑA           ; 000000188; 1,65; 1,7; 1,5
03/08/2020; P5 0902; MEJILLON GRANDE               ; 036; PONTEVEDRA          ; 000003166; 1,65; 1,7; 1,5
03/08/2020; P5 0903; MEJILLON NORMAL               ; 015; LA CORUÑA           ; 000000094; 1,45; 1,5; 1,4
03/08/2020; P5 0903; MEJILLON NORMAL               ; 036; PONTEVEDRA          ; 000001583; 1,45; 1,5; 1,4
03/08/2020; P5 1202; BERBERECHO GRANDE             ; 015; LA CORUÑA           ; 000000035; 15; 19; 13
03/08/2020; P5 1203; BERBERECHO MEDIANO            ; 015; LA CORUÑA           ; 000000081; 9; 10,5; 7
03/08/2020; P5 1301; BIGAROS O CARACOLILLOS        ; 015; LA CORUÑA           ; 000000036; 13,5; 17; 9
03/08/2020; P5 1301; BIGAROS O CARACOLILLOS        ; 036; PONTEVEDRA          ; 000000300; 13,5; 17; 9
03/08/2020; P5 1402; BOGAVANTE GRANDE              ; 093; CANADA              ; 000000140; 23,5; 26; 22
03/08/2020; P5 1403; BOGAVANTE MEDIANO             ; 093; CANADA              ; 000000060; 16,5; 18,5; 15
03/08/2020; P6 0701; CALAMAR PATAGONICO CONG       ; 008; BARCELONA           ; 000001707; 3,75; 4,55; 1,8
03/08/2020; P6 0701; CALAMAR PATAGONICO CONG       ; 028; MADRID              ; 000001610; 3,75; 4,55; 1,8
03/08/2020; P6 0701; CALAMAR PATAGONICO CONG       ; 045; TOLEDO              ; 000000207; 3,75; 4,55; 1,8
03/08/2020; P6 0701; CALAMAR PATAGONICO CONG       ; 062; ITALIA              ; 000000460; 3,75; 4,55; 1,8
03/08/2020; P6 0702; CALAMAR BOSTON CONG           ; 008; BARCELONA           ; 000000519; 4,55; 5,75; 3,9
03/08/2020; P6 0702; CALAMAR BOSTON CONG           ; 028; MADRID              ; 000000490; 4,55; 5,75; 3,9
03/08/2020; P6 0702; CALAMAR BOSTON CONG           ; 045; TOLEDO              ; 000000063; 4,55; 5,75; 3,9
03/08/2020; P6 0702; CALAMAR BOSTON CONG           ; 062; ITALIA              ; 000000140; 4,55; 5,75; 3,9
03/08/2020; P6 0703; CALAMAR CALIFORNIA CONG       ; 008; BARCELONA           ; 000001113; 3,25; 4,9; 2,55
03/08/2020; P6 0703; CALAMAR CALIFORNIA CONG       ; 028; MADRID              ; 000001050; 3,25; 4,9; 2,55
03/08/2020; P6 0703; CALAMAR CALIFORNIA CONG       ; 045; TOLEDO              ; 000000135; 3,25; 4,9; 2,55
03/08/2020; P6 0703; CALAMAR CALIFORNIA CONG       ; 062; ITALIA              ; 000000300; 3,25; 4,9; 2,55
03/08/2020; P6 0704; CALAMAR NACIONAL CONG         ; 008; BARCELONA           ; 000002968; 7,5; 10,5; 5,5
03/08/2020; P6 0704; CALAMAR NACIONAL CONG         ; 028; MADRID              ; 000002800; 7,5; 10,5; 5,5
03/08/2020; P6 0704; CALAMAR NACIONAL CONG         ; 045; TOLEDO              ; 000000360; 7,5; 10,5; 5,5
03/08/2020; P6 0704; CALAMAR NACIONAL CONG         ; 062; ITALIA              ; 000000800; 7,5; 10,5; 5,5
03/08/2020; P6 0705; CALAMAR INDIO CONG            ; 008; BARCELONA           ; 000001113; 4,75; 5,4; 2,5
03/08/2020; P6 0705; CALAMAR INDIO CONG            ; 028; MADRID              ; 000001050; 4,75; 5,4; 2,5
03/08/2020; P6 0705; CALAMAR INDIO CONG            ; 045; TOLEDO              ; 000000135; 4,75; 5,4; 2,5
03/08/2020; P6 0705; CALAMAR INDIO CONG            ; 062; ITALIA              ; 000000300; 4,75; 5,4; 2,5
03/08/2020; P6 1202; GAMBA GRANDE CON CABEZA CONG  ; 062; ITALIA              ; 000000482; 38; 56; 35
03/08/2020; P6 1203; GAMBA MEDIANA CON CABEZA CONG ; 062; ITALIA              ; 000002169; 27; 30; 12
03/08/2020; P6 1204; GAMBA PEQUEÑA CON CABEZA CONG ; 062; ITALIA              ; 000001928; 7,8; 7,8; 6,5
03/08/2020; P6 1205; GAMBA SIN CABEZA (COLAS) CONG ; 062; ITALIA              ; 000000241; 14,5; 21; 7,5
03/08/2020; P6 1401; JIBIA SUCIA CONG              ; 045; TOLEDO              ; 000000098; 4,25; 4,75; 3,35
03/08/2020; P6 1402; JIBIA LIMPIA CONG             ; 045; TOLEDO              ; 000000394; 6,35; 7,25; 4,2
03/08/2020; P6 1501; BACALAO TROZOS CONG           ; 028; MADRID              ; 000002560; 6; 10,5; 2,3
03/08/2020; P6 1501; BACALAO TROZOS CONG           ; 045; TOLEDO              ; 000000676; 6; 10,5; 2,3
03/08/2020; P6 3701; EMPANADILLAS CONG             ; 050; ZARAGOZA            ; 000000477; 1,65; 4,51; 1,5
03/08/2020; P6 3702; CROQUETAS CONG                ; 050; ZARAGOZA            ; 000000415; 1,65; 1,8; 0,9
03/08/2020; P6 3703; CALAMARES ROMANA CONG         ; 050; ZARAGOZA            ; 000000456; 3,01; 4,81; 2,22
03/08/2020; P6 3704; PALITOS DE MERLUZA CONG       ; 050; ZARAGOZA            ; 000000518; 1,68; 1,95; 1,5
03/08/2020; P6 3706; MUSLITOS CONG                 ; 050; ZARAGOZA            ; 000000207; 4,81; 5,11; 4,21
03/08/2020; P6 7901; REJO CONGELADO CONG           ; 045; TOLEDO              ; 000000030; 1,8; 2,1; 1,2
03/08/2020; P6 A101; HALIBUT CONGELADO CONG        ; 045; TOLEDO              ; 000000008; 3,3; 3,5; 3,25
04/08/2020; CA 0101; VACUNO CANAL                  ; 010; CACERES             ; 000109560; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 027; LUGO                ; 000016380; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 028; MADRID              ; 000019300; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 036; PONTEVEDRA          ; 000020700; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 045; TOLEDO              ; 000070400; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 046; VALENCIA            ; 000012000; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 047; VALLADOLID          ; 000013700; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 049; ZAMORA              ; 000017780; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 054; POLONIA             ; 000042620; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 061; ALEMANIA            ; 000041660; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 065; HOLANDA             ; 000019860; 4,06; 4,06; 4,06
04/08/2020; CA 0101; VACUNO CANAL                  ; 081; AUSTRIA             ; 000011000; 4,06; 4,06; 4,06
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 027; LUGO                ; 000005000; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 036; PONTEVEDRA          ; 000005240; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 037; SALAMANCA           ; 000024833; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 046; VALENCIA            ; 000014180; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 047; VALLADOLID          ; 000000700; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 054; POLONIA             ; 000013560; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 060; FRANCIA             ; 000010210; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 061; ALEMANIA            ; 000007620; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 064; BELGICA             ; 000005840; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 065; HOLANDA             ; 000015840; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 067; IRLANDA             ; 000008290; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 070; DINAMARCA           ; 000006054; 8,44; 8,44; 8,44
04/08/2020; CA 0207; VACUNO DESPIECE AÑOJO         ; 081; AUSTRIA             ; 000001250; 8,44; 8,44; 8,44
04/08/2020; CA 0208; VACUNO DESPIECE VACA          ; 027; LUGO                ; 000005000; 8,06; 8,06; 8,06
04/08/2020; CA 0208; VACUNO DESPIECE VACA          ; 036; PONTEVEDRA          ; 000005240; 8,06; 8,06; 8,06
04/08/2020; CA 0208; VACUNO DESPIECE VACA          ; 037; SALAMANCA           ; 000024833; 8,06; 8,06; 8,06
04/08/2020; CA 0208; VACUNO DESPIECE VACA          ; 046; VALENCIA            ; 000014180; 8,06; 8,06; 8,06
04/08/2020; CA 0208; VACUNO DESPIECE VACA          ; 047; VALLADOLID          ; 000000700; 8,06; 8,06; 8,06
